premise	hypothesis	label	premise_processed	hypothesis_processed	label_id	reasoning
مهندس حبیب نفیسی (زادهٔ ۱۲۸۷ در رشت، درگذشت ۲۲ امرداد ۱۳۶۳ در تهران) بنیان‌گذار دانشگاه صنعتی امیرکبیر (پلی تکنیک تهران) و مؤلف نخستین قانون کار در ایران بود.	"بنیان‌گذار دانشگاه صنعتی امیرکبیر، ""حبیب نفیسی"" می باشد."	e	مهندس حبیب نفیسی (زاده ۱۲۸۷ در رشت، درگذشت ۲۲ امرداد ۱۳۶۳ در تهران) بنیان‌گذار دانشگاه صنعتی امیرکبیر (پلی‌تکنیک تهران) و مؤلف نخستین قانون کار در ایران بود.	بنیان‌گذار دانشگاه صنعتی امیرکبیر، «حبیب نفیسی» می‌باشد.	0	چون در متن به وضوح ذکر شده است که مهندس حبیب نفیسی بنیان‌گذار دانشگاه صنعتی امیرکبیر است، بنابراین فرضیه که او بنیان‌گذار این دانشگاه می‌باشد، به درستی از متن نتیجه‌گیری می‌شود.
مهندس حبیب نفیسی (زادهٔ ۱۲۸۷ در رشت، درگذشت ۲۲ امرداد ۱۳۶۳ در تهران) بنیان‌گذار دانشگاه صنعتی امیرکبیر (پلی تکنیک تهران) و مؤلف نخستین قانون کار در ایران بود.	"""سعید نفیسی"" دانشگاه صنعتی امیرکبیر را بنیان نهاد."	c	مهندس حبیب نفیسی (زاده ۱۲۸۷ در رشت، درگذشت ۲۲ امرداد ۱۳۶۳ در تهران) بنیان‌گذار دانشگاه صنعتی امیرکبیر (پلی‌تکنیک تهران) و مؤلف نخستین قانون کار در ایران بود.	«سعید نفیسی» دانشگاه صنعتی امیرکبیر را بنیان نهاد.	1	چون بنیان‌گذار دانشگاه صنعتی امیرکبیر مهندس حبیب نفیسی است و نه سعید نفیسی، بنابراین فرضیه با متن تناقض دارد.
مهندس حبیب نفیسی (زادهٔ ۱۲۸۷ در رشت، درگذشت ۲۲ امرداد ۱۳۶۳ در تهران) بنیان‌گذار دانشگاه صنعتی امیرکبیر (پلی تکنیک تهران) و مؤلف نخستین قانون کار در ایران بود.	حبیب نفیسی در سال ۱۳۰۸ در تهران دیپلم گرفت.	n	مهندس حبیب نفیسی (زاده ۱۲۸۷ در رشت، درگذشت ۲۲ امرداد ۱۳۶۳ در تهران) بنیان‌گذار دانشگاه صنعتی امیرکبیر (پلی‌تکنیک تهران) و مؤلف نخستین قانون کار در ایران بود.	حبیب نفیسی در سال ۱۳۰۸ در تهران دیپلم گرفت.	2	چون اطلاعات موجود در متن درباره تاریخ تولد و فعالیت‌های حبیب نفیسی است و هیچ اشاره‌ای به زمان دریافت دیپلم او در تهران ندارد، بنابراین فرضیه نمی‌تواند به طور قطعی از متن نتیجه‌گیری شود.
علی‌اصغر نفیسی ملقب به مودب‌الدوله (زاده ۱۲۵۱ خورشیدی تهران - درگذشته دوم تیر ۱۳۲۸ تهران) استاد مدرسه طب دارالفنون، نخستین وزیر بهداری (صحیه و خیرات عمومی) ایران در کابینه کودتای سوم اسفند بود. 	"نخستین وزیر بهداری ایران ملقب به ""مودب‌الدوله"" بود."	e	علی‌اصغر نفیسی ملقب به مودب‌الدوله (زاده ۱۲۵۱ خورشیدی تهران - درگذشته دوم تیر ۱۳۲۸ تهران) استاد مدرسه طب دارالفنون، نخستین وزیر بهداری (صحیه و خیرات عمومی) ایران در کابینه کودتای سوم اسفند بود.	نخستین وزیر بهداری ایران ملقب به «مودب‌الدوله» بود.	0	چون در متن ذکر شده است که علی‌اصغر نفیسی نخستین وزیر بهداری ایران و ملقب به مودب‌الدوله بوده است، بنابراین فرضیه به درستی از متن نتیجه‌گیری می‌شود.
علی‌اصغر نفیسی ملقب به مودب‌الدوله (زاده ۱۲۵۱ خورشیدی تهران - درگذشته دوم تیر ۱۳۲۸ تهران) استاد مدرسه طب دارالفنون، نخستین وزیر بهداری (صحیه و خیرات عمومی) ایران در کابینه کودتای سوم اسفند بود. 	"""ناظم الاطبا"" لقب اولین وزیر بهداری ایران می باشد."	c	علی‌اصغر نفیسی ملقب به مودب‌الدوله (زاده ۱۲۵۱ خورشیدی تهران - درگذشته دوم تیر ۱۳۲۸ تهران) استاد مدرسه طب دارالفنون، نخستین وزیر بهداری (صحیه و خیرات عمومی) ایران در کابینه کودتای سوم اسفند بود.	«ناظم الاطبا» لقب اولین وزیر بهداری ایران می‌باشد.	1	چون در متن به صراحت ذکر شده است که علی‌اصغر نفیسی ملقب به مودب‌الدوله نخستین وزیر بهداری ایران است و لقب «ناظم الاطبا» به او تعلق ندارد، بنابراین فرضیه با متن تناقض دارد.
علی‌اصغر نفیسی ملقب به مودب‌الدوله (زاده ۱۲۵۱ خورشیدی تهران - درگذشته دوم تیر ۱۳۲۸ تهران) استاد مدرسه طب دارالفنون، نخستین وزیر بهداری (صحیه و خیرات عمومی) ایران در کابینه کودتای سوم اسفند بود. 	علی اصغر نفیسی پدر حبیب نفیسی و برادر سعید نفیسی می باشد.	n	علی‌اصغر نفیسی ملقب به مودب‌الدوله (زاده ۱۲۵۱ خورشیدی تهران - درگذشته دوم تیر ۱۳۲۸ تهران) استاد مدرسه طب دارالفنون، نخستین وزیر بهداری (صحیه و خیرات عمومی) ایران در کابینه کودتای سوم اسفند بود.	علی‌اصغر نفیسی پدر حبیب نفیسی و برادر سعید نفیسی می‌باشد.	2	چون اطلاعات موجود در متن فقط به سوابق و سمت‌های علی‌اصغر نفیسی اشاره دارد و هیچ اشاره‌ای به روابط خانوادگی او با حبیب و سعید نفیسی نمی‌کند، بنابراین فرضیه نمی‌تواند به‌طور قطعی تأیید یا رد شود.
رضا شاه پهلوی به همراه ولیعهد محمدرضا پهلوی در جشن گشایش بانک ملی ایران شرکت فرمودند و با این کار بزرگترین آرزوی ملت ایران را برآورده کردند. تاسیس و مدیریت بانک ملی ایران یکی از عمده‌ترین پروژه‌های همکاری ایرانیان با آلمانیها بود.	از آرزوهایی که در سلطنت رضاخان به کمک کارشناسی آلمانی محقق شد تاسیس بانک ملی بود.	e	رضا شاه پهلوی به همراه ولیعهد محمدرضا پهلوی در جشن گشایش بانک ملی ایران شرکت فرمودند و با این کار بزرگترین آرزوی ملت ایران را برآورده کردند. تاسیس و مدیریت بانک ملی ایران یکی از عمده‌ترین پروژه‌های همکاری ایرانیان با آلمانیها بود.	از آرزوهایی که در سلطنت رضاخان به کمک کارشناسی آلمانی محقق شد تاسیس بانک ملی بود.	0	چون متن به وضوح اشاره می‌کند که تاسیس بانک ملی ایران یکی از بزرگترین آرزوهای ملت ایران بوده و همچنین به همکاری ایرانیان با آلمانی‌ها در این پروژه اشاره دارد، بنابراین فرضیه که می‌گوید تاسیس بانک ملی از آرزوهای سلطنت رضاخان به کمک کارشناسان آلمانی محقق شده است، با متن همخوانی دارد.
رضا شاه پهلوی به همراه ولیعهد محمدرضا پهلوی در جشن گشایش بانک ملی ایران شرکت فرمودند و با این کار بزرگترین آرزوی ملت ایران را برآورده کردند. تاسیس و مدیریت بانک ملی ایران یکی از عمده‌ترین پروژه‌های همکاری ایرانیان با آلمانیها بود.	تاسیس انجمن‎‌های روشنفکری در زمان رضاخان بزرگ‌ترین آرزوی مردم بود که با همکاری آلمانی‌ها انجام پذیرفت.	c	رضا شاه پهلوی به همراه ولیعهد محمدرضا پهلوی در جشن گشایش بانک ملی ایران شرکت فرمودند و با این کار بزرگترین آرزوی ملت ایران را برآورده کردند. تاسیس و مدیریت بانک ملی ایران یکی از عمده‌ترین پروژه‌های همکاری ایرانیان با آلمانیها بود.	تاسیس انجمن‎های روشنفکری در زمان رضاخان بزرگ‌ترین آرزوی مردم بود که با همکاری آلمانی‌ها انجام پذیرفت.	1	چون متن به تاسیس بانک ملی ایران و برآورده شدن آرزوی ملت اشاره دارد، در حالی که فرضیه به تاسیس انجمن‌های روشنفکری اشاره می‌کند که موضوع متفاوتی است و به نظر نمی‌رسد بزرگ‌ترین آرزوی مردم باشد.
رضا شاه پهلوی به همراه ولیعهد محمدرضا پهلوی در جشن گشایش بانک ملی ایران شرکت فرمودند و با این کار بزرگترین آرزوی ملت ایران را برآورده کردند. تاسیس و مدیریت بانک ملی ایران یکی از عمده‌ترین پروژه‌های همکاری ایرانیان با آلمانیها بود.	در دوران حکومت رضاشاه پهلوی، حکومت ایران به دنبال وارد کردن کشوری ثالث در امورات اقتصادی ایران شد.	n	رضا شاه پهلوی به همراه ولیعهد محمدرضا پهلوی در جشن گشایش بانک ملی ایران شرکت فرمودند و با این کار بزرگترین آرزوی ملت ایران را برآورده کردند. تاسیس و مدیریت بانک ملی ایران یکی از عمده‌ترین پروژه‌های همکاری ایرانیان با آلمانیها بود.	در دوران حکومت رضاشاه پهلوی، حکومت ایران به دنبال وارد کردن کشوری ثالث در امورات اقتصادی ایران شد.	2	چون متن به تاسیس بانک ملی ایران و همکاری ایرانیان با آلمانی‌ها اشاره دارد، اما به طور مشخص به تلاش برای وارد کردن کشوری ثالث در امور اقتصادی ایران اشاره نمی‌کند، بنابراین فرضیه نمی‌تواند به طور قطعی از متن نتیجه‌گیری شود.
"پروفسور ""ادوارد براون"" به موضوعات دینی و اجتماعی و جریان‌های فکری و اعتقادی توجه خاص داشت. او معروف‌ترین شرق‌شناس انگلیسی بود که بسیاری از کتب و مقالاتش را در مورد مذهب بابی و بهایی نوشته‌است."	"مشهورترین شرق‌شناس انگلیسی که اغلب کتاب هایش را در مورد مذهب بابی و بهایی نوشته‌ است، پروفسور ""ادوارد براون"" است."	e	پروفسور «ادوارد براون» به موضوعات دینی و اجتماعی و جریان‌های فکری و اعتقادی توجه خاص داشت. او معروف‌ترین شرق‌شناس انگلیسی بود که بسیاری از کتب و مقالاتش را در مورد مذهب بابی و بهایی نوشته‌است.	مشهورترین شرق‌شناس انگلیسی که اغلب کتاب هایش را در مورد مذهب بابی و بهایی نوشته است، پروفسور «ادوارد براون» است.	0	چون فرضیه به طور مستقیم اطلاعات موجود در متن را بازگو می‌کند و به وضوح بیان می‌کند که پروفسور «ادوارد براون» مشهورترین شرق‌شناس انگلیسی است که در مورد مذهب بابی و بهایی نوشته‌است.
"پروفسور ""ادوارد براون"" به موضوعات دینی و اجتماعی و جریان‌های فکری و اعتقادی توجه خاص داشت. او معروف‌ترین شرق‌شناس انگلیسی بود که بسیاری از کتب و مقالاتش را در مورد مذهب بابی و بهایی نوشته‌است."	"""آرتور دو گوبینو "" سرشناس ترین شرق‌شناس انگلیسی است که اغلب کتاب هایش را در مورد مذهب بابی و بهایی نوشته‌ است."	c	پروفسور «ادوارد براون» به موضوعات دینی و اجتماعی و جریان‌های فکری و اعتقادی توجه خاص داشت. او معروف‌ترین شرق‌شناس انگلیسی بود که بسیاری از کتب و مقالاتش را در مورد مذهب بابی و بهایی نوشته‌است.	«آرتور دو گوبینو» سرشناس‌ترین شرق‌شناس انگلیسی است که اغلب کتاب هایش را در مورد مذهب بابی و بهایی نوشته است.	1	چون فرضیه به جای پروفسور «ادوارد براون»، «آرتور دو گوبینو» را به عنوان سرشناس‌ترین شرق‌شناس انگلیسی معرفی می‌کند و این با اطلاعات موجود در متن تناقض دارد.
"پروفسور ""ادوارد براون"" به موضوعات دینی و اجتماعی و جریان‌های فکری و اعتقادی توجه خاص داشت. او معروف‌ترین شرق‌شناس انگلیسی بود که بسیاری از کتب و مقالاتش را در مورد مذهب بابی و بهایی نوشته‌است."	"""براون"" طی چند سفر به استانبول و قبرس و فلسطین و ملاقات با سران بابیه و بهائیه، به گردآوری و نشر نوشته‌های آنان پرداخت."	n	پروفسور «ادوارد براون» به موضوعات دینی و اجتماعی و جریان‌های فکری و اعتقادی توجه خاص داشت. او معروف‌ترین شرق‌شناس انگلیسی بود که بسیاری از کتب و مقالاتش را در مورد مذهب بابی و بهایی نوشته‌است.	«براون» طی چند سفر به استانبول و قبرس و فلسطین و ملاقات با سران بابیه و بهائیه، به گردآوری و نشر نوشته‌های آنان پرداخت.	2	چون فرضیه به سفرهای پروفسور براون و فعالیت‌های او اشاره دارد، اما اطلاعات دقیقی در متن درباره این سفرها و ملاقات‌ها وجود ندارد و تنها به توجه او به موضوعات دینی و اجتماعی اشاره شده است.
لُباب‌الاَلباب (تألیف‌شده در حدود ۶۱۸ه‍.ق) نام نخستین کتاب زندگی‌نامه تألیف‌شده به زبان فارسی است. در این کتاب زندگی‌نامه سخنوران ایرانی آورده شده و پیشرو این سبک در ادبیات فارسی بوده‌است.	"نخستین کتاب زندگی‌نامه در ادبیات فارسی کتاب ""لُباب‌الاَلباب"" است."	e	لباب‌الالباب (تألیف‌شده در حدود ۶۱۸ ه‍. ق) نام نخستین کتاب زندگی‌نامه تألیف‌شده به زبان فارسی است. در این کتاب زندگی‌نامه سخنوران ایرانی آورده شده و پیشرو این سبک در ادبیات فارسی بوده‌است.	نخستین کتاب زندگی‌نامه در ادبیات فارسی کتاب «لباب‌الالباب» است.	0	چون متن به وضوح بیان می‌کند که «لباب‌الالباب» نخستین کتاب زندگی‌نامه تألیف‌شده به زبان فارسی است و فرضیه نیز همین موضوع را تأیید می‌کند.
لُباب‌الاَلباب (تألیف‌شده در حدود ۶۱۸ه‍.ق) نام نخستین کتاب زندگی‌نامه تألیف‌شده به زبان فارسی است. در این کتاب زندگی‌نامه سخنوران ایرانی آورده شده و پیشرو این سبک در ادبیات فارسی بوده‌است.	"""تذکره الشعرا"" نام اولین کتاب زندگی‌نامه در زبان فارسی می باشد."	c	لباب‌الالباب (تألیف‌شده در حدود ۶۱۸ ه‍. ق) نام نخستین کتاب زندگی‌نامه تألیف‌شده به زبان فارسی است. در این کتاب زندگی‌نامه سخنوران ایرانی آورده شده و پیشرو این سبک در ادبیات فارسی بوده‌است.	«تذکره الشعرا» نام اولین کتاب زندگی‌نامه در زبان فارسی می‌باشد.	1	"چون در متن اشاره شده که ""لباب‌الالباب"" نخستین کتاب زندگی‌نامه به زبان فارسی است، در حالی که فرضیه ادعا می‌کند ""تذکره الشعرا"" اولین کتاب است، بنابراین این دو اطلاعات با یکدیگر تناقض دارند."
لُباب‌الاَلباب (تألیف‌شده در حدود ۶۱۸ه‍.ق) نام نخستین کتاب زندگی‌نامه تألیف‌شده به زبان فارسی است. در این کتاب زندگی‌نامه سخنوران ایرانی آورده شده و پیشرو این سبک در ادبیات فارسی بوده‌است.	"کتاب ""لُباب‌الاَلباب"" نوشته نورالدین محمد عوفی بخاری می باشد."	n	لباب‌الالباب (تألیف‌شده در حدود ۶۱۸ ه‍. ق) نام نخستین کتاب زندگی‌نامه تألیف‌شده به زبان فارسی است. در این کتاب زندگی‌نامه سخنوران ایرانی آورده شده و پیشرو این سبک در ادبیات فارسی بوده‌است.	کتاب «لباب‌الالباب» نوشته نورالدین محمد عوفی بخاری می‌باشد.	2	چون متن فقط به تاریخ تألیف و محتوای کتاب «لباب‌الالباب» اشاره دارد و نام نویسنده آن را مشخص نمی‌کند، بنابراین فرضیه نمی‌تواند به‌طور قطعی تأیید یا رد شود.
تذکرة الشعراء، از کتب مرجع و تذکره‌های مهم به زبان پارسی تذکره‌ای است که دولتشاه سمرقندی تألیف کرده‌است. تذکرة الشعراء دومین تذکره از نوع خود پس از لباب الالباب عوفی در تاریخ ادب فارسی است، که در خلال شرح احوال شاعران، پادشاهان و پیران، افسانه‌هایی دیده می‌شود که دولتشاه آن‌ها را به تناسب در کتاب خود درج کرده‌است.	"موضوع کتاب ""تذکرة الشعراء"" از دولتشاه سمرقندی شرح احوال شاعران و حاکمان است."	e	تذکرة الشعراء، از کتب مرجع و تذکره‌های مهم به زبان پارسی تذکره‌ای است که دولتشاه سمرقندی تألیف کرده‌است. تذکرة الشعراء دومین تذکره از نوع خود پس از لباب الالباب عوفی در تاریخ ادب فارسی است، که در خلال شرح احوال شاعران، پادشاهان و پیران، افسانه‌هایی دیده می‌شود که دولتشاه آن‌ها را به تناسب در کتاب خود درج کرده‌است.	موضوع کتاب «تذکرة الشعراء» از دولتشاه سمرقندی شرح احوال شاعران و حاکمان است.	0	زیرا فرضیه به وضوح بیان می‌کند که موضوع کتاب «تذکرة الشعراء» شرح احوال شاعران و حاکمان است، که این موضوع به طور مستقیم در متن اصلی ذکر شده است.
تذکرة الشعراء، از کتب مرجع و تذکره‌های مهم به زبان پارسی تذکره‌ای است که دولتشاه سمرقندی تألیف کرده‌است. تذکرة الشعراء دومین تذکره از نوع خود پس از لباب الالباب عوفی در تاریخ ادب فارسی است، که در خلال شرح احوال شاعران، پادشاهان و پیران، افسانه‌هایی دیده می‌شود که دولتشاه آن‌ها را به تناسب در کتاب خود درج کرده‌است.	"کتاب ""تذکرة الشعراء"" از دولتشاه سمرقندی با موضوع تصحیح کتب شعرا نوشته شده است."	c	تذکرة الشعراء، از کتب مرجع و تذکره‌های مهم به زبان پارسی تذکره‌ای است که دولتشاه سمرقندی تألیف کرده‌است. تذکرة الشعراء دومین تذکره از نوع خود پس از لباب الالباب عوفی در تاریخ ادب فارسی است، که در خلال شرح احوال شاعران، پادشاهان و پیران، افسانه‌هایی دیده می‌شود که دولتشاه آن‌ها را به تناسب در کتاب خود درج کرده‌است.	کتاب «تذکرة الشعراء» از دولتشاه سمرقندی با موضوع تصحیح کتب شعرا نوشته‌شده است.	1	چون فرضیه بیان می‌کند که کتاب «تذکرة الشعراء» با موضوع تصحیح کتب شعرا نوشته شده است، در حالی که متن به وضوح می‌گوید این کتاب تذکره‌ای از احوال شاعران و افسانه‌هاست و به تصحیح کتب اشاره‌ای ندارد.
تذکرة الشعراء، از کتب مرجع و تذکره‌های مهم به زبان پارسی تذکره‌ای است که دولتشاه سمرقندی تألیف کرده‌است. تذکرة الشعراء دومین تذکره از نوع خود پس از لباب الالباب عوفی در تاریخ ادب فارسی است، که در خلال شرح احوال شاعران، پادشاهان و پیران، افسانه‌هایی دیده می‌شود که دولتشاه آن‌ها را به تناسب در کتاب خود درج کرده‌است.	از نمونه‌های بارز افسانه‌های فارسی می‌توان به حکایاتی دربارهٔ فردوسی، ناصرخسرو و ... اشاره کرد.	n	تذکرة الشعراء، از کتب مرجع و تذکره‌های مهم به زبان پارسی تذکره‌ای است که دولتشاه سمرقندی تألیف کرده‌است. تذکرة الشعراء دومین تذکره از نوع خود پس از لباب الالباب عوفی در تاریخ ادب فارسی است، که در خلال شرح احوال شاعران، پادشاهان و پیران، افسانه‌هایی دیده می‌شود که دولتشاه آن‌ها را به تناسب در کتاب خود درج کرده‌است.	از نمونه‌های بارز افسانه‌های فارسی می‌توان به حکایاتی درباره فردوسی، ناصرخسرو و … اشاره کرد.	2	چون فرضیه به نمونه‌های افسانه‌های فارسی اشاره دارد، اما به طور خاص به افسانه‌های ذکر شده در متن اشاره نمی‌کند و ارتباط مستقیمی با محتوای متن ندارد. بنابراین، نمی‌توان به طور قطع نتیجه‌گیری کرد که فرضیه درست یا نادرست است.
با صراحت هدف از تشکیل سازمان ملل متحد را چنین مقرر می‌دارد: ما مردم ملل متحد تصمیم گرفته ایم به منظور برقراری شرایطی که در آن عدالت و احترام به تعهدات ناشی از قراردادها و سایر منابع حقوق بین الملل حفظ شود، سازمان ملل متحد تأسیس گردد. بنابراین یکی از اهداف تأسیس سازمان ملل متحد آن است که شرایطی در جهان به وجود آید که کشورها عدالت را در روابط متقابل رعایت نموده و به تعهدات ناشی از قراردادها و معاهدات و سایر منابع بین‌الملل از جمله منشور ملل متحد احترام بگذارند.	ایجاد شرایطی برای رعایت عدالت از سوی کشورها در روابط متقابل، از اهداف تاسیس سازمان ملل متحد است	e	با صراحت هدف از تشکیل سازمان ملل متحد را چنین مقرر می‌دارد: ما مردم ملل متحد تصمیم گرفته‌ایم به منظور برقراری شرایطی که در آن عدالت و احترام به تعهدات ناشی از قراردادها و سایر منابع حقوق بین‌الملل حفظ شود، سازمان ملل متحد تأسیس گردد. بنابراین یکی از اهداف تأسیس سازمان ملل متحد آن است که شرایطی در جهان به وجود آید که کشورها عدالت را در روابط متقابل رعایت نموده و به تعهدات ناشی از قراردادها و معاهدات و سایر منابع بین‌الملل از جمله منشور ملل متحد احترام بگذارند.	ایجاد شرایطی برای رعایت عدالت از سوی کشورها در روابط متقابل، از اهداف تاسیس سازمان ملل متحد است	0	چون فرضیه به وضوح یکی از اهداف بیان شده در متن را بازگو می‌کند که ایجاد شرایطی برای رعایت عدالت در روابط کشورها است و این هدف به‌طور مستقیم در متن ذکر شده است.
با صراحت هدف از تشکیل سازمان ملل متحد را چنین مقرر می‌دارد: ما مردم ملل متحد تصمیم گرفته ایم به منظور برقراری شرایطی که در آن عدالت و احترام به تعهدات ناشی از قراردادها و سایر منابع حقوق بین الملل حفظ شود، سازمان ملل متحد تأسیس گردد. بنابراین یکی از اهداف تأسیس سازمان ملل متحد آن است که شرایطی در جهان به وجود آید که کشورها عدالت را در روابط متقابل رعایت نموده و به تعهدات ناشی از قراردادها و معاهدات و سایر منابع بین‌الملل از جمله منشور ملل متحد احترام بگذارند.	از اهداف تاسیس سازمان ملل متحد، توسعه قدرت کشورهای استعمارگر در روابط متقابل با کشورهای دیگر است. 	c	با صراحت هدف از تشکیل سازمان ملل متحد را چنین مقرر می‌دارد: ما مردم ملل متحد تصمیم گرفته‌ایم به منظور برقراری شرایطی که در آن عدالت و احترام به تعهدات ناشی از قراردادها و سایر منابع حقوق بین‌الملل حفظ شود، سازمان ملل متحد تأسیس گردد. بنابراین یکی از اهداف تأسیس سازمان ملل متحد آن است که شرایطی در جهان به وجود آید که کشورها عدالت را در روابط متقابل رعایت نموده و به تعهدات ناشی از قراردادها و معاهدات و سایر منابع بین‌الملل از جمله منشور ملل متحد احترام بگذارند.	از اهداف تاسیس سازمان ملل متحد، توسعه قدرت کشورهای استعمارگر در روابط متقابل با کشورهای دیگر است.	1	چون هدف از تأسیس سازمان ملل متحد برقراری عدالت و احترام به تعهدات بین‌المللی است و هیچ اشاره‌ای به توسعه قدرت کشورهای استعمارگر ندارد، بنابراین فرضیه با متن تناقض دارد.
با صراحت هدف از تشکیل سازمان ملل متحد را چنین مقرر می‌دارد: ما مردم ملل متحد تصمیم گرفته ایم به منظور برقراری شرایطی که در آن عدالت و احترام به تعهدات ناشی از قراردادها و سایر منابع حقوق بین الملل حفظ شود، سازمان ملل متحد تأسیس گردد. بنابراین یکی از اهداف تأسیس سازمان ملل متحد آن است که شرایطی در جهان به وجود آید که کشورها عدالت را در روابط متقابل رعایت نموده و به تعهدات ناشی از قراردادها و معاهدات و سایر منابع بین‌الملل از جمله منشور ملل متحد احترام بگذارند.	از این رو طبق بند ١ ماده ١٠٢ منشور ملل متحد کلیه کشورها موظف هستند که هر نوع قراردادی را که با یک کشور دیگر بسته اند در دبیرخانه سازمان ملل به ثبت برسانند. 	n	با صراحت هدف از تشکیل سازمان ملل متحد را چنین مقرر می‌دارد: ما مردم ملل متحد تصمیم گرفته‌ایم به منظور برقراری شرایطی که در آن عدالت و احترام به تعهدات ناشی از قراردادها و سایر منابع حقوق بین‌الملل حفظ شود، سازمان ملل متحد تأسیس گردد. بنابراین یکی از اهداف تأسیس سازمان ملل متحد آن است که شرایطی در جهان به وجود آید که کشورها عدالت را در روابط متقابل رعایت نموده و به تعهدات ناشی از قراردادها و معاهدات و سایر منابع بین‌الملل از جمله منشور ملل متحد احترام بگذارند.	از این رو طبق بند ۱ ماده ۱۰۲ منشور ملل متحد کلیه کشورها موظف هستند که هر نوع قراردادی را که با یک کشور دیگر بسته‌اند در دبیرخانه سازمان ملل به ثبت برسانند.	2	چون فرضیه به الزام ثبت قراردادها در دبیرخانه سازمان ملل اشاره دارد، در حالی که متن فقط به اهداف کلی تأسیس سازمان ملل و احترام به تعهدات بین‌المللی می‌پردازد و به جزئیات خاصی مانند بند ۱ ماده ۱۰۲ اشاره نمی‌کند.
کشورهای غربی اگرچه از اقدام صدام حسین راضی به نظر می‌رسیدند، امّا با لحنی متناقض به اظهارنظر پرداختند. تا اینکه تدریجاً رژیم عراق با حرکت‌های غرب پسند اغلب حمایت آنها را با خود همراه نمود. 	کشورهای غربی با لحنی متناقض به اظهار نظر با صدام پرداختند. 	e	کشورهای غربی اگرچه از اقدام صدام حسین راضی به نظر می‌رسیدند، اما با لحنی متناقض به اظهارنظر پرداختند. تا اینکه تدریجا رژیم عراق با حرکت‌های غرب پسند اغلب حمایت آنها را با خود همراه نمود.	کشورهای غربی با لحنی متناقض به اظهار نظر با صدام پرداختند.	0	چون متن به وضوح بیان می‌کند که کشورهای غربی با لحنی متناقض به اظهارنظر پرداختند و این موضوع به صدام حسین مرتبط است، بنابراین فرضیه به درستی از متن نتیجه‌گیری شده است.
کشورهای غربی اگرچه از اقدام صدام حسین راضی به نظر می‌رسیدند، امّا با لحنی متناقض به اظهارنظر پرداختند. تا اینکه تدریجاً رژیم عراق با حرکت‌های غرب پسند اغلب حمایت آنها را با خود همراه نمود. 	دولت ایران و عثمانی هرگز در متن قرارداد ارزروم و یا در سندی جداگانه، توافقی نکرده بودند. 	n	کشورهای غربی اگرچه از اقدام صدام حسین راضی به نظر می‌رسیدند، اما با لحنی متناقض به اظهارنظر پرداختند. تا اینکه تدریجا رژیم عراق با حرکت‌های غرب پسند اغلب حمایت آنها را با خود همراه نمود.	دولت ایران و عثمانی هرگز در متن قرارداد ارزروم و یا در سندی جداگانه، توافقی نکرده بودند.	2	چون متن اصلی درباره روابط و واکنش‌های کشورهای غربی نسبت به صدام حسین صحبت می‌کند و هیچ اشاره‌ای به دولت ایران و عثمانی یا توافقات آنها ندارد، بنابراین ارتباطی بین متن و فرضیه وجود ندارد.
مهمترین دستاورد عملیات فتح‌المبین عبارتند از: ۱. متخصصان نظامی و سیاسی در غرب، این عملیات را پیروزی بزرگ ایران نامیدند و اعتراف کردند که ابتکار عمل در جبهه‌ها در دست ایرانی هاست. ۲. تزلزل روحی و درماندگی نیروهای دشمن در مواجهه با سپاهیان اسلامی، به طوری که عموماً به فرار یا تسلیم مبادرت می نمودند. و ... 	متخصصان نظامی و سیاسی در غرب ، عملیات فتح‌المبین را پیروزی بزرگ ایران نامیدند	e	مهمترین دستاورد عملیات فتح‌المبین عبارتند از: ۱. متخصصان نظامی و سیاسی در غرب، این عملیات را پیروزی بزرگ ایران نامیدند و اعتراف کردند که ابتکار عمل در جبهه‌ها در دست ایرانی هاست. ۲. تزلزل روحی و درماندگی نیروهای دشمن در مواجهه با سپاهیان اسلامی، به طوری که عموما به فرار یا تسلیم مبادرت می‌نمودند. و …	متخصصان نظامی و سیاسی در غرب، عملیات فتح‌المبین را پیروزی بزرگ ایران نامیدند	0	چون فرضیه به وضوح بخشی از متن را بیان می‌کند که در آن اشاره شده است متخصصان نظامی و سیاسی در غرب، عملیات فتح‌المبین را پیروزی بزرگ ایران نامیدند.
